Handle,title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Variant Image
planet-covered-in-water-pluto,,,print amazing,,,,,Kid,,XL,,,,,,50,deny,manual,24.95,35.95,,,,,,,https://cdn.shopify.com/s/files/1/2644/5774/products/vio-store-landscape-kid-s-the-planet-covered-in-water-5509282332715_8f43793a-82dc-48fe-b964-a7bbfc1ad8cc.jpg
planet-covered-in-water-pluto,,,print amazing,,,,,Kid,,XXL,,,,,,50,deny,manual,24.95,35.95,,,,,,,https://cdn.shopify.com/s/files/1/2644/5774/products/vio-store-landscape-kid-s-the-planet-covered-in-water-5509282332715_8f43793a-82dc-48fe-b964-a7bbfc1ad8cc.jpg
ice-wolf-by-pixie-cold-art,Ice Wolf by Pixie cold Art,"<p style=""text-align: left;""><img alt="""" src=""https://cdn.shopify.com/s/files/1/2644/5774/files/Asian_Size_Chart.jpg?v=1543368465"" style=""float: none;""></p>
<p><span style=""color: #ff0000;""><strong>NOTE</strong></span><em><span style=""color: #ff0000;""><strong>: </strong></span></em><span style=""color: #ff0000;"">Please check the size chart carefully as Exclusive Artists' items are  in Asian Size.</span></p>
<p><strong>COMFORT &amp; STYLE</strong></p>
<p>100% Premium Polyester. This fabric is incredibly strong and durable as well as resistant to wrinkles, shrinking, abrasion, and mildew. Machine washable and easy to care for.</p>
<p><strong>VIVID &amp; ORIGINAL 360 DESIGN</strong></p>
<p>High-definition sublimation printing technique covers the entire front, back... everything! Each fabric panel of the tank top is printed with the graphics before sewing to ensure the design is flawless and the construction is perfect.</p>",print amazing,Wolf,"3d,animal,clothing,display-countdown,exclusive artists,hoodies,hoodies & sweatshirts,pixie cold art,shirt,sizechart-asian-shirts,view-size-chart,vio,wolf,zip hoodie",TRUE,Type,Hoodie,Size,S (Asian Size),,,,,,50,deny,manual,42.95,79.95,,,,https://cdn.shopify.com/s/files/1/2644/5774/products/VIOEA-PIXIEC9-LSM_510783cb-cee6-4813-ab08-11922fcd7517.jpg,1,Ice Wolf by Pixie cold Art Hoodie,https://cdn.shopify.com/s/files/1/2644/5774/products/VIOEA-PIXIEC9-LSM_510783cb-cee6-4813-ab08-11922fcd7517.jpg
ice-wolf-by-pixie-cold-art,,,print amazing,,,,,Hoodie,,M (Asian Size),,,,,,50,deny,manual,42.95,79.95,,,,https://cdn.shopify.com/s/files/1/2644/5774/products/VIOEA-PIXIEC9-TX_729c82c3-e320-4c34-a4e7-5d0e33d4238c.jpg,2,,https://cdn.shopify.com/s/files/1/2644/5774/products/VIOEA-PIXIEC9-LSM_510783cb-cee6-4813-ab08-11922fcd7517.jpg
ice-wolf-by-pixie-cold-art,,,print amazing,,,,,Hoodie,,L (Asian Size),,,,,,50,deny,manual,42.95,79.95,,,,,,,https://cdn.shopify.com/s/files/1/2644/5774/products/VIOEA-PIXIEC9-LSM_510783cb-cee6-4813-ab08-11922fcd7517.jpg
ice-wolf-by-pixie-cold-art,,,print amazing,,,,,Hoodie,,XL (Asian Size),,,,,,50,deny,manual,42.95,79.95,,,,,,,https://cdn.shopify.com/s/files/1/2644/5774/products/VIOEA-PIXIEC9-LSM_510783cb-cee6-4813-ab08-11922fcd7517.jpg
ice-wolf-by-pixie-cold-art,,,print amazing,,,,,Hoodie,,XXL (Asian Size),,,,,,50,deny,manual,42.95,79.95,,,,,,,https://cdn.shopify.com/s/files/1/2644/5774/products/VIOEA-PIXIEC9-LSM_510783cb-cee6-4813-ab08-11922fcd7517.jpg
ice-wolf-by-pixie-cold-art,,,print amazing,,,,,Hoodie,,XXXL (Asian Size),,,,,,50,deny,manual,42.95,79.95,,,,,,,https://cdn.shopify.com/s/files/1/2644/5774/products/VIOEA-PIXIEC9-LSM_510783cb-cee6-4813-ab08-11922fcd7517.jpg
ice-wolf-by-pixie-cold-art,,,print amazing,,,,,Hoodie,,4XL (Asian Size),,,,,,50,deny,manual,42.95,79.95,,,,,,,https://cdn.shopify.com/s/files/1/2644/5774/products/VIOEA-PIXIEC9-LSM_510783cb-cee6-4813-ab08-11922fcd7517.jpg
ice-wolf-by-pixie-cold-art,,,print amazing,,,,,Hoodie,,5XL (Asian Size),,,,,,50,deny,manual,42.95,79.95,,,,,,,https://cdn.shopify.com/s/files/1/2644/5774/products/VIOEA-PIXIEC9-LSM_510783cb-cee6-4813-ab08-11922fcd7517.jpg
ice-wolf-by-pixie-cold-art,,,print amazing,,,,,Hoodie,,6XL (Asian Size),,,,,,50,deny,manual,42.95,79.95,,,,,,,https://cdn.shopify.com/s/files/1/2644/5774/products/VIOEA-PIXIEC9-LSM_510783cb-cee6-4813-ab08-11922fcd7517.jpg
ice-wolf-by-pixie-cold-art,,,print amazing,,,,,T-shirt,,S (Asian Size),,,,,,50,deny,manual,25.95,44.95,,,,,,,https://cdn.shopify.com/s/files/1/2644/5774/products/VIOEA-PIXIEC9-TX_729c82c3-e320-4c34-a4e7-5d0e33d4238c.jpg
ice-wolf-by-pixie-cold-art,,,print amazing,,,,,T-shirt,,M (Asian Size),,,,,,50,deny,manual,25.95,44.95,,,,,,,https://cdn.shopify.com/s/files/1/2644/5774/products/VIOEA-PIXIEC9-TX_729c82c3-e320-4c34-a4e7-5d0e33d4238c.jpg
ice-wolf-by-pixie-cold-art,,,print amazing,,,,,T-shirt,,L (Asian Size),,,,,,50,deny,manual,25.95,44.95,,,,,,,https://cdn.shopify.com/s/files/1/2644/5774/products/VIOEA-PIXIEC9-TX_729c82c3-e320-4c34-a4e7-5d0e33d4238c.jpg
ice-wolf-by-pixie-cold-art,,,print amazing,,,,,T-shirt,,XL (Asian Size),,,,,,50,deny,manual,25.95,44.95,,,,,,,https://cdn.shopify.com/s/files/1/2644/5774/products/VIOEA-PIXIEC9-TX_729c82c3-e320-4c34-a4e7-5d0e33d4238c.jpg
ice-wolf-by-pixie-cold-art,,,print amazing,,,,,T-shirt,,XXL (Asian Size),,,,,,50,deny,manual,25.95,44.95,,,,,,,https://cdn.shopify.com/s/files/1/2644/5774/products/VIOEA-PIXIEC9-TX_729c82c3-e320-4c34-a4e7-5d0e33d4238c.jpg
ice-wolf-by-pixie-cold-art,,,print amazing,,,,,T-shirt,,XXXL (Asian Size),,,,,,50,deny,manual,25.95,44.95,,,,,,,https://cdn.shopify.com/s/files/1/2644/5774/products/VIOEA-PIXIEC9-TX_729c82c3-e320-4c34-a4e7-5d0e33d4238c.jpg
ice-wolf-by-pixie-cold-art,,,print amazing,,,,,T-shirt,,4XL (Asian Size),,,,,,50,deny,manual,25.95,44.95,,,,,,,https://cdn.shopify.com/s/files/1/2644/5774/products/VIOEA-PIXIEC9-TX_729c82c3-e320-4c34-a4e7-5d0e33d4238c.jpg
ice-wolf-by-pixie-cold-art,,,print amazing,,,,,T-shirt,,5XL (Asian Size),,,,,,50,deny,manual,25.95,44.95,,,,,,,https://cdn.shopify.com/s/files/1/2644/5774/products/VIOEA-PIXIEC9-TX_729c82c3-e320-4c34-a4e7-5d0e33d4238c.jpg
ice-wolf-by-pixie-cold-art,,,print amazing,,,,,T-shirt,,6XL (Asian Size),,,,,,50,deny,manual,25.95,44.95,,,,,,,https://cdn.shopify.com/s/files/1/2644/5774/products/VIOEA-PIXIEC9-TX_729c82c3-e320-4c34-a4e7-5d0e33d4238c.jpg
